

pwl	ợ
teco	gioẹc
tefo	gioẹng
teno	gioẹn
temo	gioẹm
tevo	gioẹp
tero	gioẹt

tdo	giuệ
tduo	giuệu
tdjo	giuệy
tdco	giuệch
tdfo	giuệnh
tdno	giuện
tdmo	giuệm
tdvo	giuệp
tdro	giuệt

tio	giuị
tiuo	giuỵu
tijo	giuỵ
tico	giuỵch
tifo	giuỵnh
tino	giuỵn
timo	giuỵm
tivo	giuỵp
tiro	giuỵt

tko	giuỵa
tkuo	giuyệu
tkjo	giuyệy
tkco	giuyệc
tkfo	giuyệng
tkno	giuyện
tkmo	giuyệm
tkvo	giuyệp
tkro	giuyệt


bwl	quợ
bwul	quợu
bwjl	quợi
bwcl	quợc
bwfl	quợng
bwnl	quợn
bwml	quợm
bwvl	quợp
bwrl	quợt

bol	quọ
boul	quọu
bojl	quọi
bocl	quọc
bofl	quọng
bonl	quọn
boml	quọm
bovl	quọp
borl	quọt

boo	quoọ
bouo	quoọu
bojo	quoọi
boco	quoọc
bofo	quoọng
bono	quoọn
bomo	quoọm
bovo	quoọp
boro	quoọt

bal	quạ
baul	quạo
bajl	quại
bacl	quạc
bafl	quạng
banl	quạn
baml	quạm
bavl	quạp
barl	quạt

bel	quẹ
beul	quẹo
bejl	quẹi
becl	quẹc
befl	quẹng
benl	quẹn
beml	quẹm
bevl	quẹp
berl	quẹt

bdl	quệ
bdul	quệu
bdjl	quệy
bdcl	quệch
bdfl	quệnh
bdnl	quện
bdml	quệm
bdvl	quệp
bdrl	quệt

bil	quị
biul	quỵu
bijl	quỵ
bicl	quỵch
bifl	quỵnh
binl	quỵn
biml	quỵm
bivl	quỵp
birl	quỵt

bkl	quỵa
bkul	quyệu
bkjl	quyệy
bkcl	quyệc
bkfl	quyệng
bknl	quyện
bkml	quyệm
bkvl	quyệp
bkrl	quyệt

bll	quộ
blul	quộu
bljl	quội
blcl	quộc
blfl	quộng
blnl	quộn
blml	quộm
blvl	quộp
blrl	quột

blo	quoộ
bluo	quoộu
bljo	quoội
blco	quoộc
blfo	quoộng
blno	quoộn
blmo	quoộm
blvo	quoộp
blro	quoột

bsl	quạnh
bsul	quậu
bsjl	quậy
bscl	quậc
bsfl	quậng
bsnl	quận
bsml	quậm
bsvl	quập
bsrl	quật

bql	quạch
bqul	quạu
bqjl	quạy
bqcl	quặc
bqfl	quặng
bqnl	quặn
bqml	quặm
bqvl	quặp
bqrl	quặt

btl	quự
btul	quựu
btjl	quựi
btcl	quực
btfl	quựng
btnl	quựn
btml	quựm
btvl	quựp
btrl	quựt

bto	quựa
btuo	quượu
btjo	quượi
btco	quược
btfo	quượng
btno	quượn
btmo	quượm
btvo	quượp
btro	quượt

bpl	quụ
bpul	quụu
bpjl	quụi
bpcl	quục
bpfl	quụng
bpnl	quụn
bpml	quụm
bpvl	quụp
bprl	quụt

bpo	quụa
bpuo	quuộu
bpjo	quuội
bpco	quuộc
bpfo	quuộng
bpno	quuộn
bpmo	quuộm
bpvo	quuộp
bpro	quuột

