

pwl	ợ
dqjt	doay
dqct	doăc
dqft	doăng
dqnt	doăn
dqmt	doăm
dqvt	doăp
dqrt	doăt

dt	dư
dtu	dưu
dtj	dưi
dtc	dưc
dtf	dưng
dtn	dưn
dtm	dưm
dtv	dưp
dtr	dưt

dtt	dưa
dtut	dươu
dtjt	dươi
dtct	dươc
dtft	dương
dtnt	dươn
dtmt	dươm
dtvt	dươp
dtrt	dươt

dp	du
dpu	duu
dpj	dui
dpc	duc
dpf	dung
dpn	dun
dpm	dum
dpv	dup
dpr	dut

dpt	dua
dput	duôu
dpjt	duôi
dpct	duôc
dpft	duông
dpnt	duôn
dpmt	duôm
dpvt	duôp
dprt	duôt

uw	chơ
uwu	chơu
uwj	chơi
uwc	chơc
uwf	chơng
uwn	chơn
uwm	chơm
uwv	chơp
uwr	chơt

uwt	chuơ
uwut	chuơu
uwjt	chuơi
uwct	chuơc
uwft	chuơng
uwnt	chuơn
uwmt	chuơm
uwvt	chuơp
uwrt	chuơt

uo	cho
uou	chou
uoj	choi
uoc	choc
uof	chong
uon	chon
uom	chom
uov	chop
uor	chot

uot	choo
uout	choou
uojt	chooi
uoct	chooc
uoft	choong
uont	choon
uomt	choom
uovt	choop
uort	choot

ua	cha
uau	chao
uaj	chai
uac	chac
uaf	chang
uan	chan
uam	cham
uav	chap
uar	chat

uat	choa
uaut	choao
uajt	choai
uact	choac
uaft	choang
uant	choan
uamt	choam
uavt	choap
uart	choat

ue	che
ueu	cheo
uej	chei
uec	chec
uef	cheng
uen	chen
uem	chem
uev	chep
uer	chet

uet	choe
ueut	choeo
uejt	choei
uect	choec
ueft	choeng
uent	choen
uemt	choem
uevt	choep
uert	choet

ud	chê
udu	chêu
udj	chêy
udc	chêch
udf	chênh
udn	chên
udm	chêm
udv	chêp
udr	chêt

udt	chuê
udut	chuêu
udjt	chuêy
udct	chuêch
udft	chuênh
udnt	chuên
udmt	chuêm
udvt	chuêp
udrt	chuêt

ui	chi
uiu	chiu
uij	chy
uic	chich
uif	chinh
uin	chin
uim	chim
uiv	chip
uir	chit

uit	chui
uiut	chuyu
uijt	chuy
uict	chuych
uift	chuynh
uint	chuyn
uimt	chuym
uivt	chuyp
uirt	chuyt

uk	chia
uku	chiêu
ukj	chiêy
ukc	chiêc
ukf	chiêng
ukn	chiên
ukm	chiêm
ukv	chiêp
ukr	chiêt

ukt	chuya
ukut	chuyêu
ukjt	chuyêy
ukct	chuyêc
ukft	chuyêng
uknt	chuyên
ukmt	chuyêm
ukvt	chuyêp
ukrt	chuyêt

ul	chô
ulu	chôu
ulj	chôi
ulc	chôc
ulf	chông
uln	chôn
ulm	chôm
ulv	chôp
ulr	chôt

ult	choô
ulut	choôu
uljt	choôi
ulct	choôc
ulft	choông
ulnt	choôn
ulmt	choôm
ulvt	choôp
ulrt	choôt

us	chanh
usu	châu
usj	chây
usc	châc
usf	châng
usn	chân
usm	châm
usv	châp
usr	chât

ust	choanh
usut	chuâu
usjt	chuây
usct	chuâc
usft	chuâng
usnt	chuân
usmt	chuâm
usvt	chuâp
usrt	chuât

uq	chach
uqu	chau
uqj	chay
uqc	chăc
uqf	chăng
uqn	chăn
uqm	chăm
uqv	chăp
uqr	chăt

uqt	choach
uqut	choau
uqjt	choay
uqct	choăc
uqft	choăng
uqnt	choăn
uqmt	choăm
uqvt	choăp
uqrt	choăt

ut	chư
utu	chưu
utj	chưi
utc	chưc
utf	chưng
utn	chưn
utm	chưm
utv	chưp
utr	chưt

utt	chưa
utut	chươu
utjt	chươi
utct	chươc
utft	chương
utnt	chươn
utmt	chươm
utvt	chươp
utrt	chươt

up	chu
upu	chuu
upj	chui
upc	chuc
upf	chung
upn	chun
upm	chum
upv	chup
upr	chut

upt	chua
uput	chuôu
upjt	chuôi
upct	chuôc
upft	chuông
upnt	chuôn
upmt	chuôm
upvt	chuôp
uprt	chuôt

ow	trơ
owu	trơu
owj	trơi
owc	trơc
owf	trơng
own	trơn
owm	trơm
owv	trơp
owr	trơt

owt	truơ
owut	truơu
owjt	truơi
owct	truơc
owft	truơng
ownt	truơn
owmt	truơm
owvt	truơp
owrt	truơt

oo	tro
oou	trou
ooj	troi
ooc	troc
oof	trong
oon	tron
oom	trom
oov	trop
oor	trot

oot	troo
oout	troou
oojt	trooi
ooct	trooc
ooft	troong
oont	troon
oomt	troom
oovt	troop
oort	troot

oa	tra
oau	trao
oaj	trai
oac	trac
oaf	trang
oan	tran
oam	tram
oav	trap
oar	trat

oat	troa
oaut	troao
oajt	troai
oact	troac
oaft	troang
oant	troan
oamt	troam
oavt	troap
oart	troat

oe	tre
oeu	treo
oej	trei
oec	trec
oef	treng
oen	tren
oem	trem
oev	trep
oer	tret

oet	troe
oeut	troeo
oejt	troei
oect	troec
oeft	troeng
oent	troen
oemt	troem
oevt	troep
oert	troet

od	trê
odu	trêu
odj	trêy
odc	trêch
odf	trênh
odn	trên
odm	trêm
odv	trêp
odr	trêt

odt	truê
odut	truêu
odjt	truêy
odct	truêch
odft	truênh
odnt	truên
odmt	truêm
odvt	truêp
odrt	truêt

oi	tri
oiu	triu
oij	try
oic	trich
oif	trinh
oin	trin
oim	trim
oiv	trip
oir	trit

oit	trui
oiut	truyu
oijt	truy
oict	truych
oift	truynh
oint	truyn
oimt	truym
oivt	truyp
oirt	truyt

ok	tria
oku	triêu
okj	triêy
okc	triêc
okf	triêng
okn	triên
okm	triêm
okv	triêp
okr	triêt

okt	truya
okut	truyêu
okjt	truyêy
okct	truyêc
okft	truyêng
oknt	truyên
okmt	truyêm
okvt	truyêp
okrt	truyêt

ol	trô
olu	trôu
olj	trôi
olc	trôc
olf	trông
oln	trôn
olm	trôm
olv	trôp
olr	trôt

olt	troô
olut	troôu
oljt	troôi
olct	troôc
olft	troông
olnt	troôn
olmt	troôm
olvt	troôp
olrt	troôt

os	tranh
osu	trâu
osj	trây
osc	trâc
osf	trâng
osn	trân
osm	trâm
osv	trâp
osr	trât

ost	troanh
osut	truâu
osjt	truây
osct	truâc
osft	truâng
osnt	truân
osmt	truâm
osvt	truâp
osrt	truât

oq	trach
oqu	trau
oqj	tray
oqc	trăc
oqf	trăng
oqn	trăn
oqm	trăm
oqv	trăp
oqr	trăt

oqt	troach
oqut	troau
oqjt	troay
oqct	troăc
oqft	troăng
oqnt	troăn
oqmt	troăm
oqvt	troăp
oqrt	troăt

ot	trư
otu	trưu
otj	trưi
otc	trưc
otf	trưng
otn	trưn
otm	trưm
otv	trưp
otr	trưt

ott	trưa
otut	trươu
otjt	trươi
otct	trươc
otft	trương
otnt	trươn
otmt	trươm
otvt	trươp
otrt	trươt

op	tru
opu	truu
opj	trui
opc	truc
opf	trung
opn	trun
opm	trum
opv	trup
opr	trut

opt	trua
oput	truôu
opjt	truôi
opct	truôc
opft	truông
opnt	truôn
opmt	truôm
opvt	truôp
oprt	truôt

rw	rơ
rwu	rơu
rwj	rơi
rwc	rơc
rwf	rơng
rwn	rơn
rwm	rơm
rwv	rơp
rwr	rơt

rwt	ruơ
rwut	ruơu
rwjt	ruơi
rwct	ruơc
rwft	ruơng
rwnt	ruơn
rwmt	ruơm
rwvt	ruơp
rwrt	ruơt

ro	ro
rou	rou
roj	roi
roc	roc
rof	rong
ron	ron
rom	rom
rov	rop
ror	rot

rot	roo
rout	roou
rojt	rooi
roct	rooc
roft	roong
ront	roon
romt	room
rovt	roop
rort	root

ra	ra
rau	rao
raj	rai
rac	rac
raf	rang
ran	ran
ram	ram
rav	rap
rar	rat

rat	roa
raut	roao
rajt	roai
ract	roac
raft	roang
rant	roan
ramt	roam
ravt	roap
rart	roat

re	re
reu	reo
rej	rei
rec	rec
ref	reng
ren	ren
rem	rem
rev	rep
rer	ret

ret	roe
reut	roeo
rejt	roei
rect	roec
reft	roeng
rent	roen
remt	roem
revt	roep
rert	roet

rd	rê
rdu	rêu
rdj	rêy
rdc	rêch
rdf	rênh
rdn	rên
rdm	rêm
rdv	rêp
rdr	rêt

rdt	ruê
rdut	ruêu
rdjt	ruêy
rdct	ruêch
rdft	ruênh
rdnt	ruên
rdmt	ruêm
rdvt	ruêp
rdrt	ruêt

ri	ri
riu	riu
rij	ry
ric	rich
rif	rinh
rin	rin
rim	rim
riv	rip
rir	rit

rit	rui
riut	ruyu
rijt	ruy
rict	ruych
rift	ruynh
rint	ruyn
rimt	ruym
rivt	ruyp
rirt	ruyt

rk	ria
rku	riêu
rkj	riêy
rkc	riêc
rkf	riêng
rkn	riên
rkm	riêm
rkv	riêp
rkr	riêt

rkt	ruya
rkut	ruyêu
rkjt	ruyêy
rkct	ruyêc
rkft	ruyêng
rknt	ruyên
rkmt	ruyêm
rkvt	ruyêp
rkrt	ruyêt

rl	rô
rlu	rôu
rlj	rôi
rlc	rôc
rlf	rông
rln	rôn
rlm	rôm
rlv	rôp
rlr	rôt

rlt	roô
rlut	roôu
rljt	roôi
rlct	roôc
rlft	roông
rlnt	roôn
rlmt	roôm
rlvt	roôp
rlrt	roôt

rs	ranh
rsu	râu
rsj	rây
rsc	râc
rsf	râng
rsn	rân
rsm	râm
rsv	râp
rsr	rât

rst	roanh
rsut	ruâu
rsjt	ruây
rsct	ruâc
rsft	ruâng
rsnt	ruân
rsmt	ruâm
rsvt	ruâp
rsrt	ruât

rq	rach
rqu	rau
rqj	ray
rqc	răc
rqf	răng
rqn	răn
rqm	răm
rqv	răp
rqr	răt

rqt	roach
rqut	roau
rqjt	roay
rqct	roăc
rqft	roăng
rqnt	roăn
rqmt	roăm
rqvt	roăp
rqrt	roăt

rt	rư
rtu	rưu
rtj	rưi
rtc	rưc
rtf	rưng
rtn	rưn
rtm	rưm
rtv	rưp
rtr	rưt

rtt	rưa
rtut	rươu
rtjt	rươi
rtct	rươc
rtft	rương
rtnt	rươn
rtmt	rươm
rtvt	rươp
rtrt	rươt

rp	ru
rpu	ruu
rpj	rui
rpc	ruc
rpf	rung
rpn	run
rpm	rum
rpv	rup
rpr	rut

rpt	rua
rput	ruôu
rpjt	ruôi
rpct	ruôc
rpft	ruông
rpnt	ruôn
rpmt	ruôm
rpvt	ruôp
rprt	ruôt

lw	lơ
lwu	lơu
lwj	lơi
lwc	lơc
lwf	lơng
lwn	lơn
lwm	lơm
lwv	lơp
lwr	lơt

lwt	luơ
lwut	luơu
lwjt	luơi
lwct	luơc
lwft	luơng
lwnt	luơn
lwmt	luơm
lwvt	luơp
lwrt	luơt

lo	lo
lou	lou
loj	loi
loc	loc
lof	long
lon	lon
lom	lom
lov	lop
lor	lot

lot	loo
lout	loou
lojt	looi
loct	looc
loft	loong
lont	loon
lomt	loom
lovt	loop
lort	loot

la	la
lau	lao
laj	lai
lac	lac
laf	lang
lan	lan
lam	lam
lav	lap
lar	lat

lat	loa
laut	loao
lajt	loai
lact	loac
laft	loang
lant	loan
lamt	loam
lavt	loap
lart	loat

le	le
leu	leo
lej	lei
lec	lec
lef	leng
len	len
lem	lem
lev	lep
ler	let

let	loe
leut	loeo
lejt	loei
lect	loec
left	loeng
lent	loen
lemt	loem
levt	loep
lert	loet

ld	lê
ldu	lêu
ldj	lêy
ldc	lêch
ldf	lênh
ldn	lên
ldm	lêm
ldv	lêp
ldr	lêt

ldt	luê
ldut	luêu
ldjt	luêy
ldct	luêch
ldft	luênh
ldnt	luên
ldmt	luêm
ldvt	luêp
ldrt	luêt

li	li
liu	liu
lij	ly
lic	lich
lif	linh
lin	lin
lim	lim
liv	lip
lir	lit

lit	lui
liut	luyu
lijt	luy
lict	luych
lift	luynh
lint	luyn
limt	luym
livt	luyp
lirt	luyt

lk	lia
lku	liêu
lkj	liêy
lkc	liêc
lkf	liêng
lkn	liên
lkm	liêm
lkv	liêp
lkr	liêt

lkt	luya
lkut	luyêu
lkjt	luyêy
lkct	luyêc
lkft	luyêng
lknt	luyên
lkmt	luyêm
lkvt	luyêp
lkrt	luyêt

ll	lô
llu	lôu
llj	lôi
llc	lôc
llf	lông
lln	lôn
llm	lôm
llv	lôp
llr	lôt

llt	loô
llut	loôu
lljt	loôi
llct	loôc
llft	loông
llnt	loôn
llmt	loôm
llvt	loôp
llrt	loôt

ls	lanh
lsu	lâu
lsj	lây
lsc	lâc
lsf	lâng
lsn	lân
lsm	lâm
lsv	lâp
lsr	lât

lst	loanh
lsut	luâu
lsjt	luây
lsct	luâc
lsft	luâng
lsnt	luân
lsmt	luâm
lsvt	luâp
lsrt	luât

lq	lach
lqu	lau
lqj	lay
lqc	lăc
lqf	lăng
lqn	lăn
lqm	lăm
lqv	lăp
lqr	lăt

lqt	loach
lqut	loau
lqjt	loay
lqct	loăc
lqft	loăng
lqnt	loăn
lqmt	loăm
lqvt	loăp
lqrt	loăt

lt	lư
ltu	lưu
ltj	lưi
ltc	lưc
ltf	lưng
ltn	lưn
ltm	lưm
ltv	lưp
ltr	lưt

ltt	lưa
ltut	lươu
ltjt	lươi
ltct	lươc
ltft	lương
ltnt	lươn
ltmt	lươm
ltvt	lươp
ltrt	lươt

lp	lu
lpu	luu
lpj	lui
lpc	luc
lpf	lung
lpn	lun
lpm	lum
lpv	lup
lpr	lut

lpt	lua
lput	luôu
lpjt	luôi
lpct	luôc
lpft	luông
lpnt	luôn
lpmt	luôm
lpvt	luôp
lprt	luôt

nw	nơ
nwu	nơu
nwj	nơi
nwc	nơc
nwf	nơng
nwn	nơn
nwm	nơm
nwv	nơp
nwr	nơt

nwt	nuơ
nwut	nuơu
nwjt	nuơi
nwct	nuơc
nwft	nuơng
nwnt	nuơn
nwmt	nuơm
nwvt	nuơp
nwrt	nuơt

no	no
nou	nou
noj	noi
noc	noc
nof	nong
non	non
nom	nom
nov	nop
nor	not

not	noo
nout	noou
nojt	nooi
noct	nooc
noft	noong
nont	noon
nomt	noom
novt	noop
nort	noot

na	na
nau	nao
naj	nai
nac	nac
naf	nang
nan	nan
nam	nam
nav	nap
nar	nat

nat	noa
naut	noao
najt	noai
nact	noac
naft	noang
nant	noan
namt	noam
navt	noap
nart	noat

ne	ne
neu	neo
nej	nei
nec	nec
nef	neng
nen	nen
nem	nem
nev	nep
ner	net

net	noe
neut	noeo
nejt	noei
nect	noec
neft	noeng
nent	noen
nemt	noem
nevt	noep
nert	noet

nd	nê
ndu	nêu
ndj	nêy
ndc	nêch
ndf	nênh
ndn	nên
ndm	nêm
ndv	nêp
ndr	nêt

ndt	nuê
ndut	nuêu
ndjt	nuêy
ndct	nuêch
ndft	nuênh
ndnt	nuên
ndmt	nuêm
ndvt	nuêp
ndrt	nuêt

ni	ni
niu	niu
nij	ny
nic	nich
nif	ninh
nin	nin
nim	nim
niv	nip
nir	nit

nit	nui
niut	nuyu
nijt	nuy
nict	nuych
nift	nuynh
nint	nuyn
nimt	nuym
nivt	nuyp
nirt	nuyt

nk	nia
nku	niêu
nkj	niêy
nkc	niêc
nkf	niêng
nkn	niên
nkm	niêm
nkv	niêp
nkr	niêt

nkt	nuya
nkut	nuyêu
nkjt	nuyêy
nkct	nuyêc
nkft	nuyêng
nknt	nuyên
nkmt	nuyêm
nkvt	nuyêp
nkrt	nuyêt

nl	nô
nlu	nôu
nlj	nôi
nlc	nôc
nlf	nông
nln	nôn
nlm	nôm
nlv	nôp
nlr	nôt

nlt	noô
nlut	noôu
nljt	noôi
nlct	noôc
nlft	noông
nlnt	noôn
nlmt	noôm
nlvt	noôp
nlrt	noôt

ns	nanh
nsu	nâu
nsj	nây
nsc	nâc
nsf	nâng
nsn	nân
nsm	nâm
nsv	nâp
nsr	nât

nst	noanh
nsut	nuâu
nsjt	nuây
nsct	nuâc
nsft	nuâng
nsnt	nuân
nsmt	nuâm
nsvt	nuâp
nsrt	nuât

nq	nach
nqu	nau
nqj	nay
nqc	năc
nqf	năng
nqn	năn
nqm	năm
nqv	năp
nqr	năt

nqt	noach
nqut	noau
nqjt	noay
nqct	noăc
nqft	noăng
nqnt	noăn
nqmt	noăm
nqvt	noăp
nqrt	noăt

nt	nư
ntu	nưu
ntj	nưi
ntc	nưc
ntf	nưng
ntn	nưn
ntm	nưm
ntv	nưp
ntr	nưt

ntt	nưa
ntut	nươu
ntjt	nươi
ntct	nươc
ntft	nương
ntnt	nươn
ntmt	nươm
ntvt	nươp
ntrt	nươt

np	nu
npu	nuu
npj	nui
npc	nuc
npf	nung
npn	nun
npm	num
npv	nup
npr	nut

npt	nua
nput	nuôu
npjt	nuôi
npct	nuôc
npft	nuông
npnt	nuôn
npmt	nuôm
npvt	nuôp
nprt	nuôt

iw	nhơ
iwu	nhơu
iwj	nhơi
iwc	nhơc
iwf	nhơng
iwn	nhơn
iwm	nhơm
iwv	nhơp
iwr	nhơt

iwt	nhuơ
iwut	nhuơu
iwjt	nhuơi
iwct	nhuơc
iwft	nhuơng
iwnt	nhuơn
iwmt	nhuơm
iwvt	nhuơp
iwrt	nhuơt

io	nho
iou	nhou
ioj	nhoi
ioc	nhoc
iof	nhong
ion	nhon
iom	nhom
iov	nhop
ior	nhot

iot	nhoo
iout	nhoou
iojt	nhooi
ioct	nhooc
ioft	nhoong
iont	nhoon
iomt	nhoom
iovt	nhoop
iort	nhoot

ia	nha
iau	nhao
iaj	nhai
iac	nhac
iaf	nhang
ian	nhan
iam	nham
iav	nhap
iar	nhat

iat	nhoa
iaut	nhoao
iajt	nhoai
iact	nhoac
iaft	nhoang
iant	nhoan
iamt	nhoam
iavt	nhoap
iart	nhoat

ie	nhe
ieu	nheo
iej	nhei
iec	nhec
ief	nheng
ien	nhen
iem	nhem
iev	nhep
ier	nhet

iet	nhoe
ieut	nhoeo
iejt	nhoei
iect	nhoec
ieft	nhoeng
ient	nhoen
iemt	nhoem
ievt	nhoep
iert	nhoet

id	nhê
idu	nhêu
idj	nhêy
idc	nhêch
idf	nhênh
idn	nhên
idm	nhêm
idv	nhêp
idr	nhêt

idt	nhuê
idut	nhuêu
idjt	nhuêy
idct	nhuêch
idft	nhuênh
idnt	nhuên
idmt	nhuêm
idvt	nhuêp
idrt	nhuêt

ii	nhi
iiu	nhiu
iij	nhy
iic	nhich
iif	nhinh
iin	nhin
iim	nhim
iiv	nhip
iir	nhit

iit	nhui
iiut	nhuyu
iijt	nhuy
iict	nhuych
iift	nhuynh
iint	nhuyn
iimt	nhuym
iivt	nhuyp
iirt	nhuyt

ik	nhia
iku	nhiêu
ikj	nhiêy
ikc	nhiêc
ikf	nhiêng
ikn	nhiên
ikm	nhiêm
ikv	nhiêp
ikr	nhiêt

ikt	nhuya
ikut	nhuyêu
ikjt	nhuyêy
ikct	nhuyêc
ikft	nhuyêng
iknt	nhuyên
ikmt	nhuyêm
ikvt	nhuyêp
ikrt	nhuyêt

il	nhô
ilu	nhôu
ilj	nhôi
ilc	nhôc
ilf	nhông
iln	nhôn
ilm	nhôm
ilv	nhôp
ilr	nhôt

ilt	nhoô
ilut	nhoôu
iljt	nhoôi
ilct	nhoôc
ilft	nhoông
ilnt	nhoôn
ilmt	nhoôm
ilvt	nhoôp
ilrt	nhoôt

is	nhanh
isu	nhâu
isj	nhây
isc	nhâc
isf	nhâng
isn	nhân
ism	nhâm
isv	nhâp
isr	nhât

ist	nhoanh
isut	nhuâu
isjt	nhuây
isct	nhuâc
isft	nhuâng
isnt	nhuân
ismt	nhuâm
isvt	nhuâp
isrt	nhuât

iq	nhach
iqu	nhau
iqj	nhay
iqc	nhăc
iqf	nhăng
iqn	nhăn
iqm	nhăm
iqv	nhăp
iqr	nhăt

iqt	nhoach
iqut	nhoau
iqjt	nhoay
iqct	nhoăc
iqft	nhoăng
iqnt	nhoăn
iqmt	nhoăm
iqvt	nhoăp
iqrt	nhoăt

it	như
itu	nhưu
itj	nhưi
itc	nhưc
itf	nhưng
itn	nhưn
itm	nhưm
itv	nhưp
itr	nhưt

itt	nhưa
itut	nhươu
itjt	nhươi
itct	nhươc
itft	nhương
itnt	nhươn
itmt	nhươm
itvt	nhươp
itrt	nhươt

ip	nhu
ipu	nhuu
ipj	nhui
ipc	nhuc
ipf	nhung
ipn	nhun
ipm	nhum
ipv	nhup
ipr	nhut

ipt	nhua
iput	nhuôu
ipjt	nhuôi
ipct	nhuôc
ipft	nhuông
ipnt	nhuôn
ipmt	nhuôm
ipvt	nhuôp
iprt	nhuôt

mw	mơ
mwu	mơu
mwj	mơi
mwc	mơc
mwf	mơng
mwn	mơn
mwm	mơm
mwv	mơp
mwr	mơt

mwt	muơ
mwut	muơu
mwjt	muơi
mwct	muơc
mwft	muơng
mwnt	muơn
mwmt	muơm
mwvt	muơp
mwrt	muơt

mo	mo
mou	mou
moj	moi
moc	moc
mof	mong
mon	mon
mom	mom
mov	mop
mor	mot

mot	moo
mout	moou
mojt	mooi
moct	mooc
moft	moong
mont	moon
momt	moom
movt	moop
mort	moot

ma	ma
mau	mao
maj	mai
mac	mac
maf	mang
man	man
mam	mam
mav	map
mar	mat

mat	moa
maut	moao
majt	moai
mact	moac
maft	moang
mant	moan
mamt	moam
mavt	moap
mart	moat

me	me
meu	meo
mej	mei
mec	mec
mef	meng
men	men
mem	mem
mev	mep
mer	met

met	moe
meut	moeo
mejt	moei
mect	moec
meft	moeng
ment	moen
memt	moem
mevt	moep
mert	moet

md	mê
mdu	mêu
mdj	mêy
mdc	mêch
mdf	mênh
mdn	mên
mdm	mêm
mdv	mêp
mdr	mêt

mdt	muê
mdut	muêu
mdjt	muêy
mdct	muêch
mdft	muênh
mdnt	muên
mdmt	muêm
mdvt	muêp
mdrt	muêt

mi	mi
miu	miu
mij	my
mic	mich
mif	minh
min	min
mim	mim
miv	mip
mir	mit

mit	mui
miut	muyu
mijt	muy
mict	muych
mift	muynh
mint	muyn
mimt	muym
mivt	muyp
mirt	muyt

mk	mia
mku	miêu
mkj	miêy
mkc	miêc
mkf	miêng
mkn	miên
mkm	miêm
mkv	miêp
mkr	miêt

mkt	muya
mkut	muyêu
mkjt	muyêy
mkct	muyêc
mkft	muyêng
mknt	muyên
mkmt	muyêm
mkvt	muyêp
mkrt	muyêt

ml	mô
mlu	môu
mlj	môi
mlc	môc
mlf	mông
mln	môn
mlm	môm
mlv	môp
mlr	môt

mlt	moô
mlut	moôu
mljt	moôi
mlct	moôc
mlft	moông
mlnt	moôn
mlmt	moôm
mlvt	moôp
mlrt	moôt

ms	manh
msu	mâu
msj	mây
msc	mâc
msf	mâng
msn	mân
msm	mâm
msv	mâp
msr	mât

mst	moanh
msut	muâu
msjt	muây
msct	muâc
msft	muâng
msnt	muân
msmt	muâm
msvt	muâp
msrt	muât

mq	mach
mqu	mau
mqj	may
mqc	măc
mqf	măng
mqn	măn
mqm	măm
mqv	măp
mqr	măt

mqt	moach
mqut	moau
mqjt	moay
mqct	moăc
mqft	moăng
mqnt	moăn
mqmt	moăm
mqvt	moăp
mqrt	moăt

mt	mư
mtu	mưu
mtj	mưi
mtc	mưc
mtf	mưng
mtn	mưn
mtm	mưm
mtv	mưp
mtr	mưt

mtt	mưa
mtut	mươu
mtjt	mươi
mtct	mươc
mtft	mương
mtnt	mươn
mtmt	mươm
mtvt	mươp
mtrt	mươt

mp	mu
mpu	muu
mpj	mui
mpc	muc
mpf	mung
mpn	mun
mpm	mum
mpv	mup
mpr	mut

mpt	mua
mput	muôu
mpjt	muôi
mpct	muôc
mpft	muông
mpnt	muôn
mpmt	muôm
mpvt	muôp
mprt	muôt

fw	phơ
fwu	phơu
fwj	phơi
fwc	phơc
fwf	phơng
fwn	phơn
fwm	phơm
fwv	phơp
fwr	phơt

fwt	phuơ
fwut	phuơu
fwjt	phuơi
fwct	phuơc
fwft	phuơng
fwnt	phuơn
fwmt	phuơm
fwvt	phuơp
fwrt	phuơt

fo	pho
fou	phou
foj	phoi
foc	phoc
fof	phong
fon	phon
fom	phom
fov	phop
for	phot

fot	phoo
fout	phoou
fojt	phooi
foct	phooc
foft	phoong
font	phoon
fomt	phoom
fovt	phoop
fort	phoot

fa	pha
fau	phao
faj	phai
fac	phac
faf	phang
fan	phan
fam	pham
fav	phap
far	phat

fat	phoa
faut	phoao
fajt	phoai
fact	phoac
faft	phoang
fant	phoan
famt	phoam
favt	phoap
fart	phoat

fe	phe
feu	pheo
fej	phei
fec	phec
fef	pheng
fen	phen
fem	phem
fev	phep
fer	phet

fet	phoe
feut	phoeo
fejt	phoei
fect	phoec
feft	phoeng
fent	phoen
femt	phoem
fevt	phoep
fert	phoet

fd	phê
fdu	phêu
fdj	phêy
fdc	phêch
fdf	phênh
fdn	phên
fdm	phêm
fdv	phêp
fdr	phêt

fdt	phuê
fdut	phuêu
fdjt	phuêy
fdct	phuêch
fdft	phuênh
fdnt	phuên
fdmt	phuêm
fdvt	phuêp
fdrt	phuêt

fi	phi
fiu	phiu
fij	phy
fic	phich
fif	phinh
fin	phin
fim	phim
fiv	phip
fir	phit

fit	phui
fiut	phuyu
fijt	phuy
fict	phuych
fift	phuynh
fint	phuyn
fimt	phuym
fivt	phuyp
firt	phuyt

fk	phia
fku	phiêu
fkj	phiêy
fkc	phiêc
fkf	phiêng
fkn	phiên
fkm	phiêm
fkv	phiêp
fkr	phiêt

fkt	phuya
fkut	phuyêu
fkjt	phuyêy
fkct	phuyêc
fkft	phuyêng
fknt	phuyên
fkmt	phuyêm
fkvt	phuyêp
fkrt	phuyêt

fl	phô
flu	phôu
flj	phôi
flc	phôc
flf	phông
fln	phôn
flm	phôm
flv	phôp
flr	phôt

flt	phoô
flut	phoôu
fljt	phoôi
flct	phoôc
flft	phoông
flnt	phoôn
flmt	phoôm
flvt	phoôp
flrt	phoôt

fs	phanh
fsu	phâu
fsj	phây
fsc	phâc
fsf	phâng
fsn	phân
fsm	phâm
fsv	phâp
fsr	phât

fst	phoanh
fsut	phuâu
fsjt	phuây
fsct	phuâc
fsft	phuâng
fsnt	phuân
fsmt	phuâm
fsvt	phuâp
fsrt	phuât

fq	phach
fqu	phau
fqj	phay
fqc	phăc
fqf	phăng
fqn	phăn
fqm	phăm
fqv	phăp
fqr	phăt

fqt	phoach
fqut	phoau
fqjt	phoay
fqct	phoăc
fqft	phoăng
fqnt	phoăn
fqmt	phoăm
fqvt	phoăp
fqrt	phoăt

ft	phư
ftu	phưu
ftj	phưi
ftc	phưc
ftf	phưng
ftn	phưn
ftm	phưm
ftv	phưp
ftr	phưt

ftt	phưa
ftut	phươu
ftjt	phươi
ftct	phươc
ftft	phương
ftnt	phươn
ftmt	phươm
ftvt	phươp
ftrt	phươt

fp	phu
fpu	phuu
fpj	phui
fpc	phuc
fpf	phung
fpn	phun
fpm	phum
fpv	phup
fpr	phut

fpt	phua
fput	phuôu
fpjt	phuôi
fpct	phuôc
fpft	phuông
fpnt	phuôn
fpmt	phuôm
fpvt	phuôp
fprt	phuôt

vw	vơ
vwu	vơu
vwj	vơi
vwc	vơc
vwf	vơng
vwn	vơn
vwm	vơm
vwv	vơp
vwr	vơt

vwt	vuơ
vwut	vuơu
vwjt	vuơi
vwct	vuơc
vwft	vuơng
vwnt	vuơn
vwmt	vuơm
vwvt	vuơp
vwrt	vuơt

vo	vo
vou	vou
voj	voi
voc	voc
vof	vong
von	von
vom	vom
vov	vop
vor	vot

vot	voo
vout	voou
vojt	vooi
voct	vooc
voft	voong
vont	voon
vomt	voom
vovt	voop
vort	voot

va	va
vau	vao
vaj	vai
vac	vac
vaf	vang
van	van
vam	vam
vav	vap
var	vat

vat	voa
vaut	voao
vajt	voai
vact	voac
vaft	voang
vant	voan
vamt	voam
vavt	voap
vart	voat

ve	ve
